IDENTIFIER	log2FoldChange	baseMean	lfcSE	stat	pvalue	padj	GO	arabidopsis	rice
bradi3g19940.1|pacid:21828054	1.476672169	11.31076585	0.344573851	4.285502699	1.82E-05	0.00015452			expressed protein
bradi3g19980.1|pacid:21833590	-1.363198675	87.98377306	0.266421535	-5.116698518	3.11E-07	3.99E-06	GO:0005515	Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein	"octicosapeptide/Phox/Bem1p, putative, expressed"
bradi3g20070.1|pacid:21826869	2.472200384	205.50071	0.281357128	8.786698946	1.54E-18	1.03E-16	"GO:0005515,GO:0005247,GO:0006821,GO:0055085,GO:0016020"	Voltage-gated chloride channel family protein	"chloride channel protein, putative, expressed"
bradi3g20537.1|pacid:21827777	-1.34598599	0.610346867	0.560498821	-2.401407355	0.016332144	0.04926851	"GO:0004650,GO:0005975"	Pectin lyase-like superfamily protein	"polygalacturonase, putative, expressed"
bradi3g20740.1|pacid:21829784	-1.433599846	71.78654647	0.288834137	-4.963401704	6.93E-07	8.25E-06			expressed protein
bradi3g20770.1|pacid:21827660	-2.335200506	2.202422919	0.587456106	-3.975106366	7.03E-05	0.000505286	"GO:0004553,GO:0005975"	Glycosyl hydrolase superfamily protein	"glycosyl hydrolases family 17, putative, expressed"
bradi3g21060.1|pacid:21833348	-1.24551035	49.27229762	0.185771298	-6.704535979	2.02E-11	5.40E-10	GO:0005515	armadillo repeat only 2	"armadillo/beta-catenin repeat family protein, putative, expressed"
bradi3g21190.1|pacid:21831377	-2.193294711	31.87065578	0.3827264	-5.730711841	1.00E-08	1.72E-07	"GO:0043531,GO:0006915,GO:0005524"	NB-ARC domain-containing disease resistance protein	expressed protein
bradi3g21510.1|pacid:21829454	1.055897075	7.696194746	0.403728913	2.615361546	0.008913305	0.030448393			"zinc knuckle family protein, expressed"
bradi3g21550.1|pacid:21829204	-1.69431327	27.34068589	0.256410291	-6.607820866	3.90E-11	9.91E-10	"GO:0004185,GO:0006508"	serine carboxypeptidase-like 2	"OsSCP46 - Putative Serine Carboxypeptidase homologue, expressed"
bradi3g21560.1|pacid:21827287	-1.34083153	19.38755634	0.364532835	-3.678218813	0.000234868	0.001449151	"GO:0004185,GO:0006508"	serine carboxypeptidase-like 2	"OsSCP44 - Putative Serine Carboxypeptidase homologue, expressed"
bradi3g21610.1|pacid:21831785	-1.043262058	267.1635256	0.13447807	-7.757860146	8.64E-15	3.64E-13			expressed protein
bradi3g21640.1|pacid:21833754	-1.421013328	1.34639191	0.561587071	-2.53035264	0.011394794	0.037107811	"GO:0005215,GO:0006810,GO:0055085,GO:0016020"	solute:sodium symporters;urea transmembrane transporters	"urea active transporter, putative, expressed"
bradi3g22040.1|pacid:21829878	1.201698269	117.7219309	0.140988912	8.523353006	1.55E-17	9.04E-16	"GO:0003700,GO:0043565,GO:0046983,GO:0006355"	basic leucine-zipper 44	"bZIP transcription factor domain containing protein, expressed"
bradi3g22050.4|pacid:21829730	1.972659835	413.8922812	0.221814626	8.893281156	5.93E-19	4.07E-17		Wound-responsive family protein	"wound responsive protein, putative, expressed"
bradi3g22070.1|pacid:21828869	1.329601212	10.63145458	0.520969059	2.552169247	0.01070545	0.035282046		Plant protein of unknown function (DUF247)	"plant protein of unknown function domain containing protein, expressed"
bradi3g22317.1|pacid:21827293	-1.812099801	5.098381037	0.526786493	-3.439913183	0.000581901	0.003161453	"GO:0016491,GO:0055114,GO:0005507"	laccase 7	"laccase-15 precursor, putative, expressed"
bradi3g22360.1|pacid:21832307	-1.52172538	0.711865029	0.572557171	-2.657770188	0.007865951	0.027532921			
bradi3g22560.1|pacid:21827582	2.272013262	52.00476419	0.365870674	6.209880766	5.30E-10	1.15E-08	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 76, subfamily C, polypeptide 1"	"cytochrome P450, putative, expressed"
bradi3g22580.2|pacid:21830752	-1.001495784	196.5363169	0.233645301	-4.286393859	1.82E-05	0.0001541	"GO:0003913,GO:0006281,GO:0003904"	photolyase 1	"FAD binding domain of DNA photolyase domain containing protein, expressed"
bradi3g22687.1|pacid:21829989	-1.423879215	3.269197028	0.506004788	-2.813963917	0.004893472	0.018628226			expressed protein
bradi3g22707.1|pacid:21829594	-4.600325997	81.45418238	0.340985185	-13.49127821	1.76E-41	5.89E-39			expressed protein
bradi3g22880.1|pacid:21832079	-1.55074161	7.090640366	0.390022784	-3.976028256	7.01E-05	0.000503758	"GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020"	MATE efflux family protein	"MATE efflux family protein, putative, expressed"
bradi3g22950.1|pacid:21827594	-1.153807452	295.2497249	0.460117397	-2.507637097	0.012154142	0.039052329	GO:0016747	HXXXD-type acyl-transferase family protein	"transferase family protein, putative, expressed"
bradi3g22980.4|pacid:21830530	-1.26033423	214.9604329	0.144549975	-8.719020762	2.81E-18	1.85E-16	"GO:0008270,GO:0016491,GO:0055114"	cinnamyl-alcohol dehydrogenase	"dehydrogenase, putative, expressed"
bradi3g23030.1|pacid:21828463	2.213149544	2.479302206	0.574646945	3.851320472	0.000117483	0.000795224			expressed protein
bradi3g23040.1|pacid:21828135	-1.21508341	224.1785233	0.156393767	-7.769385131	7.89E-15	3.33E-13		Calcium-binding endonuclease/exonuclease/phosphatase family	"endonuclease/exonuclease/phosphatase family domain containing protein, expressed"
bradi3g23066.1|pacid:21830619	1.223375137	13.06443735	0.346651498	3.529121161	0.000416942	0.002375752	GO:0016020	nodulin MtN21 /EamA-like transporter family protein	"integral membrane protein DUF6 containing protein, expressed"
bradi3g23180.1|pacid:21831466	-1.73084521	47.15145581	0.434188179	-3.986394133	6.71E-05	0.000485383	GO:0005515	jasmonate-zim-domain protein 11	"ZIM domain containing protein, putative, expressed"
bradi3g23190.1|pacid:21827779	-1.856409615	84.45430869	0.23673813	-7.84161645	4.45E-15	1.94E-13	GO:0005515	jasmonate-zim-domain protein 11	"ZIM domain containing protein, putative, expressed"
bradi3g23210.1|pacid:21830468	3.004964977	18.66144842	0.456516379	6.58238152	4.63E-11	1.16E-09		Plant protein of unknown function (DUF247)	"plant protein of unknown function domain containing protein, expressed"
bradi3g23350.1|pacid:21832991	-1.655857738	5.257208782	0.564427175	-2.933695989	0.003349521	0.013742018			expressed protein
bradi3g24010.1|pacid:21833598	-1.553852496	3.045272451	0.515825422	-3.012361215	0.002592239	0.01110365		Pollen Ole e 1 allergen and extensin family protein	"POEI24 - Pollen Ole e I allergen and extensin family protein precursor, expressed"
bradi3g24450.1|pacid:21829777	2.068110124	2.445982677	0.560005484	3.693017628	0.000221609	0.001377673		Pentatricopeptide repeat (PPR) superfamily protein	"pentatricopeptide, putative, expressed"
bradi3g25654.1|pacid:21833392	-1.185116454	11.90809349	0.345580111	-3.429353762	0.00060502	0.003263704	"GO:0015078,GO:0015986,GO:0045263"	"ATPase, F0 complex, subunit B/B\', bacterial/chloroplast"	"ATP synthase B chain, putative, expressed"
bradi3g25658.1|pacid:21829499	-1.851018202	32.52603208	0.405785271	-4.561570698	5.08E-06	4.99E-05		Nucleotide-diphospho-sugar transferases superfamily protein	"CSLA4 - cellulose synthase-like family A; mannan synthase, expressed"
bradi3g25920.1|pacid:21831726	-1.254209175	133.609632	0.194875542	-6.435949638	1.23E-10	2.89E-09			expressed protein
bradi3g26413.1|pacid:21830030	1.144613068	15.58404541	0.353525154	3.237713227	0.001204919	0.005867921			expressed protein
bradi3g26640.1|pacid:21830759	1.031279867	16.62536349	0.347245952	2.96988305	0.002979131	0.012489825			expressed protein
bradi3g26850.1|pacid:21830966	-1.116798203	54.94972729	0.245762789	-4.544211956	5.51E-06	5.38E-05	"GO:0004553,GO:0005975"		"glycosyl hydrolase, putative, expressed"
bradi3g26870.1|pacid:21829398	2.281390944	74.12801909	0.313990727	7.265790823	3.71E-13	1.27E-11		Protein of unknown function (DUF506) 	"plant-specific domain TIGR01615 family protein, expressed"
bradi3g26880.3|pacid:21828549	1.201811279	6.142156352	0.481131254	2.497886534	0.012493618	0.039941533	GO:0003677	histone H2A 11	"Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed"
bradi3g26890.1|pacid:21827831	-1.531685743	14.78402386	0.461879689	-3.316200691	0.000912503	0.004642005	"GO:0000166,GO:0046872,GO:0003824,GO:0008152,GO:0016020,GO:0015662,GO:0006812,GO:0006754"	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein	"calcium-transporting ATPase, plasma membrane-type, putative, expressed"
bradi3g26930.1|pacid:21832061	-1.210145625	3060.132643	0.263890207	-4.585792097	4.52E-06	4.49E-05	"GO:0006355,GO:0010309,GO:0055114"	RmlC-like cupins superfamily protein	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase protein, putative, expressed"
bradi3g26990.1|pacid:21832714	-1.316540775	5.188006765	0.529147378	-2.488041761	0.012844865	0.040793555	GO:0005515	IQ-domain 19	"IQ calmodulin-binding motif family protein, putative, expressed"
bradi3g27000.1|pacid:21827555	-1.78560137	37.63087643	0.331146077	-5.392186393	6.96E-08	1.01E-06	"GO:0005215,GO:0006810,GO:0055085,GO:0016021"	sulfate transporter 3;1	"sulfate transporter, putative, expressed"
bradi3g27220.1|pacid:21830150	1.431752838	16.6374452	0.431393523	3.318902024	0.000903721	0.004602429	"GO:0055085,GO:0016021"	calcium exchanger 7	"sodium/calcium exchanger protein, putative, expressed"
bradi3g27272.1|pacid:21827223	-1.021232669	24.0989933	0.293531623	-3.479123171	0.000503057	0.00278523	"GO:0003735,GO:0006412,GO:0005622,GO:0005840"	chloroplast ribosomal protein S15	"chloroplast 30S ribosomal protein S15, putative, expressed"
bradi3g27278.1|pacid:21829566	-2.191779853	187.5858024	0.265213366	-8.264213416	1.41E-16	7.25E-15	"GO:0000287,GO:0016984,GO:0015977,GO:0009536"	ribulose-bisphosphate carboxylases	"ribulose bisphosphate carboxylase large chain precursor, putative, expressed"
bradi3g27510.1|pacid:21827763	-1.99931315	12.41629474	0.449716697	-4.445716962	8.76E-06	8.12E-05			
bradi3g27550.1|pacid:21827231	-2.313605673	86.3037087	0.34701969	-6.667073187	2.61E-11	6.81E-10	"GO:0046872,GO:0030001"	Heavy metal transport/detoxification superfamily protein 	"heavy-metal-associated domain-containing protein, putative, expressed"
bradi3g27647.1|pacid:21831909	-1.364967516	17.32598689	0.31558547	-4.325191253	1.52E-05	0.00013199	"GO:0005524,GO:0016887"	P-loop containing nucleoside triphosphate hydrolases superfamily protein	"white-brown complex homolog protein, putative, expressed"
bradi3g27720.1|pacid:21827274	1.26367938	22.71495828	0.393057463	3.214999077	0.001304449	0.006261484		HR-like lesion-inducing protein-related	"nicotiana lesion-inducing like, putative, expressed"
bradi3g27807.1|pacid:21830097	-1.021979677	41.7689271	0.315090845	-3.243444532	0.001180938	0.00578109			
bradi3g28257.1|pacid:21827596	1.334770048	39.93791235	0.261613759	5.10206364	3.36E-07	4.28E-06			expressed protein
bradi3g28410.1|pacid:21832635	1.134003576	15.30728649	0.389862635	2.908725987	0.003629048	0.014657284	"GO:0005215,GO:0006857,GO:0016020,GO:0055085,GO:0016021"	peptide transporter 3	"peptide transporter PTR3-A, putative, expressed"
bradi3g28580.1|pacid:21833628	-2.380611859	589.3805936	0.304315266	-7.822847295	5.16E-15	2.25E-13	"GO:0004348,GO:0006665,GO:0016021"	"Beta-glucosidase, GBA2 type family protein"	"non-lysosomal glucosylceramidase, putative, expressed"
bradi3g28840.1|pacid:21828661	1.563057966	1.68400507	0.580776064	2.691326423	0.007116852	0.025372545			
bradi3g28857.1|pacid:21827019	1.206593814	17.27090111	0.316493961	3.812375474	0.000137638	0.000911641			expressed protein
bradi3g28900.3|pacid:21831307	2.34052378	51.29643363	0.332692009	7.035106688	1.99E-12	6.18E-11		lysine decarboxylase family protein	"possible lysine decarboxylase domain containing protein, expressed"
bradi3g28970.1|pacid:21828604	-1.286898846	258.2888781	0.230087606	-5.593082004	2.23E-08	3.60E-07	"GO:0003700,GO:0043565,GO:0006355"	Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein	"START domain containing protein, expressed"
bradi3g28990.1|pacid:21833461	-1.029554796	21.20332871	0.281607083	-3.655997519	0.000256184	0.001563078		"Protein of unknown function, DUF584"	"DUF584 domain containing protein, putative, expressed"
bradi3g29017.1|pacid:21831764	1.377722156	77.0578368	0.218040837	6.318642756	2.64E-10	5.92E-09		RING/U-box superfamily protein	"zinc finger, C3HC4 type domain containing protein, expressed"
bradi3g29080.1|pacid:21828688	-1.386615138	22.79387885	0.386553614	-3.587122424	0.000334347	0.001965262	"GO:0009055,GO:0015035,GO:0045454,GO:0035556"	glutaredoxin-related	"glutaredoxin domain containing protein, putative, expressed"
bradi3g29180.1|pacid:21829546	1.361273657	11.21918337	0.338924566	4.016450247	5.91E-05	0.000434805		Pentatricopeptide repeat (PPR-like) superfamily protein	"PPR repeat containing protein, expressed"
bradi3g29460.1|pacid:21829346	1.607000795	15.74693191	0.298389079	5.385588511	7.22E-08	1.05E-06		GRAM domain-containing protein / ABA-responsive protein-related	"GEM, putative, expressed"
bradi3g29620.1|pacid:21828501	-2.957593258	94.43810961	0.27585394	-10.72159148	8.06E-27	1.07E-24		NDR1/HIN1-like 25	"harpin-induced protein 1 domain containing protein, expressed"
bradi3g29710.1|pacid:21831405	-1.338182299	35.75014392	0.216844003	-6.171175053	6.78E-10	1.43E-08		Plant basic secretory protein (BSP) family protein	"secretory protein, putative, expressed"
bradi3g29810.4|pacid:21828476	1.035305975	2103.287784	0.305406276	3.389930258	0.000699104	0.003680692	"GO:0004553,GO:0005975"	alpha-galactosidase 2	"alpha-galactosidase precursor, putative, expressed"
bradi3g30017.1|pacid:21828154	-1.503258448	412.5568489	0.259206192	-5.799469674	6.65E-09	1.18E-07	GO:0005515	Cystathionine beta-synthase (CBS) family protein	"cystathionin beta synthase protein, putative, expressed"
bradi3g30027.1|pacid:21827044	-1.040957625	88.76199295	0.352112253	-2.956323204	0.003113307	0.012953298			expressed protein
bradi3g30110.1|pacid:21828566	-1.782393257	209.460571	0.389962791	-4.570675195	4.86E-06	4.80E-05		Protein of unknown function (DUF607)	"E2F-related protein, putative, expressed"
bradi3g30320.1|pacid:21828157	-2.342195464	3.765145265	0.569049207	-4.115980545	3.86E-05	0.000298187		CAP160 protein	expressed protein
bradi3g30330.1|pacid:21833101	1.265391168	5.336803458	0.462443297	2.736316381	0.006213126	0.022697516		Pentatricopeptide repeat (PPR) superfamily protein	"PPR repeat domain containing protein, putative, expressed"
bradi3g30400.1|pacid:21828788	1.435473635	18.14458291	0.329130522	4.361411468	1.29E-05	0.000114073		Plant protein of unknown function (DUF641)	"GIL1, putative, expressed"
bradi3g30410.1|pacid:21833623	-1.393188648	0.647560617	0.563814668	-2.471004617	0.013473408	0.042387333		Plant-specific transcription factor YABBY family protein	"YABBY domain containing protein, putative, expressed"
bradi3g30457.1|pacid:21829103	-1.012840609	102.5661621	0.141704346	-7.147562092	8.83E-13	2.87E-11		Duplicated homeodomain-like superfamily protein	expressed protein
bradi3g30480.1|pacid:21827903	1.114452376	93.99214933	0.252239772	4.418226222	9.95E-06	9.09E-05	"GO:0009055,GO:0016491,GO:0055114,GO:0004174"	electron-transfer flavoprotein:ubiquinone oxidoreductase	"FAD dependent oxidoreductase domain containing protein, expressed"
bradi3g30510.1|pacid:21826832	-1.060775848	335.7076891	0.256569984	-4.134450311	3.56E-05	0.000277804	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 87, subfamily A, polypeptide 6"	"cytochrome P450, putative, expressed"
bradi3g30710.2|pacid:21828506	-1.009206853	177.9920286	0.174985294	-5.767380961	8.05E-09	1.41E-07		actin 7	"actin, putative, expressed"
bradi3g30730.2|pacid:21833440	-3.187694039	638.6937926	0.383719464	-8.307355601	9.79E-17	5.19E-15		response to low sulfur 2	"UP-9A, putative, expressed"
bradi3g30840.1|pacid:21831681	1.527831499	1.719602978	0.5915872	2.58259729	0.009805971	0.03291671			"DEFL6 - Defensin and Defensin-like DEFL family, expressed"
bradi3g31397.1|pacid:21827624	1.058816952	25.81027328	0.322227791	3.285926861	0.001016474	0.005088299	"GO:0008168,GO:0006412"	methyltransferases;copper ion binding	expressed protein
bradi3g31550.1|pacid:21831839	1.561831227	99.1292407	0.28389772	5.501387003	3.77E-08	5.82E-07	GO:0005515	ARM repeat superfamily protein	"armadillo, putative, expressed"
bradi3g31620.1|pacid:21832928	-3.269448824	5.962344328	0.530070139	-6.167955115	6.92E-10	1.46E-08		peptidoglycan-binding LysM domain-containing protein	"lysM domain containing protein, putative, expressed"
bradi3g31660.1|pacid:21831882	1.702761955	4.502674563	0.475201284	3.583243587	0.000339354	0.00199054			expressed protein
bradi3g31750.1|pacid:21833432	-1.67456481	10.48969203	0.350099603	-4.783109707	1.73E-06	1.89E-05	GO:0005515	Glutathione S-transferase family protein	"glutathione S-transferase, putative, expressed"
bradi3g31777.1|pacid:21827625	-2.046528898	76.13278369	0.270297014	-7.571407733	3.69E-14	1.43E-12	GO:0005515	glutathione S-transferase TAU 18	"glutathione S-transferase, putative, expressed"
bradi3g31787.1|pacid:21828848	-1.721887004	30.85128895	0.588220925	-2.927279414	0.003419415	0.013976479	GO:0005515	glutathione S-transferase TAU 18	"glutathione S-transferase, N-terminal domain containing protein, expressed"
bradi3g31800.1|pacid:21830151	-2.162550021	10.55262299	0.558900514	-3.86929331	0.000109151	0.000745735	GO:0005515	Glutathione S-transferase family protein	"glutathione S-transferase, putative, expressed"
bradi3g31810.1|pacid:21828309	-1.754130544	40.67010559	0.298211793	-5.882163567	4.05E-09	7.53E-08	GO:0005515	Glutathione S-transferase family protein	"glutathione S-transferase GSTU6, putative, expressed"
bradi3g31820.1|pacid:21832267	-2.228705411	175.6826139	0.402501451	-5.537136332	3.07E-08	4.84E-07	GO:0005515	glutathione S-transferase TAU 18	"glutathione S-transferase, N-terminal domain containing protein, expressed"
bradi3g31827.1|pacid:21832138	-2.63184979	380.4919149	0.454365096	-5.792367884	6.94E-09	1.23E-07	GO:0005515	Glutathione S-transferase family protein	"glutathione S-transferase GSTU6, putative, expressed"
bradi3g31834.1|pacid:21830783	-3.144611426	2.90664042	0.574928071	-5.469573643	4.51E-08	6.86E-07	GO:0005515	Glutathione S-transferase family protein	"glutathione S-transferase, putative, expressed"
bradi3g31850.1|pacid:21830193	-1.922473601	396.411696	0.526130484	-3.65398634	0.0002582	0.001573434	GO:0005515	Glutathione S-transferase family protein	"glutathione S-transferase, putative, expressed"
bradi3g31860.1|pacid:21828603	-1.403626069	9.923420521	0.477554223	-2.939197274	0.003290636	0.013556787	GO:0005515	Glutathione S-transferase family protein	"glutathione S-transferase, putative, expressed"
bradi3g31870.1|pacid:21829046	-2.245136837	6.72779945	0.524359914	-4.281671377	1.85E-05	0.000156868	GO:0005515	glutathione S-transferase TAU 18	"glutathione S-transferase, putative, expressed"
bradi3g31880.1|pacid:21833079	-1.584977997	13.17620951	0.377961715	-4.193488219	2.75E-05	0.000222303	GO:0005515	glutathione S-transferase TAU 16	"glutathione S-transferase, putative, expressed"
bradi3g31920.1|pacid:21832537	2.042775697	2.165826732	0.585969836	3.486144798	0.000490036	0.002722683	"GO:0046872,GO:0030001"	Heavy metal transport/detoxification superfamily protein 	"heavy metal-associated domain containing protein, expressed"
bradi3g32047.1|pacid:21830594	-1.420870846	6.577225506	0.462318035	-3.073362355	0.002116613	0.009367199		Alpha/beta hydrolase related protein	"hydrolase, alpha/beta fold family protein, putative, expressed"
bradi3g32200.1|pacid:21833630	1.408485773	138.6800426	0.290357933	4.850860317	1.23E-06	1.39E-05		plastid movement impaired1	expressed protein
bradi3g32240.1|pacid:21828090	-1.161736191	134.4998362	0.131912374	-8.806878071	1.29E-18	8.67E-17	GO:0003824	Protein phosphatase 2C family protein	"protein phosphatase 2C, putative, expressed"
bradi3g32297.1|pacid:21832711	2.526612167	75.40236593	0.430095967	5.874531182	4.24E-09	7.85E-08		expansin-like A1	"expansin precursor, putative, expressed"
bradi3g32340.1|pacid:21827814	1.508120919	793.0203485	0.200244748	7.531388132	5.02E-14	1.92E-12	"GO:0004568,GO:0006032,GO:0016998"	basic chitinase	"CHIT14 - Chitinase family protein precursor, expressed"
bradi3g32640.1|pacid:21830173	-1.402367425	25.86919326	0.242444358	-5.784285674	7.28E-09	1.28E-07	"GO:0006887,GO:0000145"	exocyst subunit exo70 family protein E2	expressed protein
bradi3g32670.1|pacid:21828120	-1.127867989	15.57326635	0.440517987	-2.560322214	0.010457515	0.034702495			expressed protein
bradi3g32787.1|pacid:21830558	1.71899358	176.0040947	0.267062088	6.436681409	1.22E-10	2.88E-09		U-box domain-containing protein kinase family protein	"U-box domain containing protein, expressed"
bradi3g32800.1|pacid:21829821	2.199125181	10.79456146	0.488108554	4.505401848	6.62E-06	6.34E-05	"GO:0004672,GO:0005524,GO:0006468,GO:0006950,GO:0004842,GO:0016567,GO:0000151"	U-box domain-containing protein kinase family protein	"protein kinase, putative, expressed"
bradi3g32970.3|pacid:21830424	-1.239678598	7.229622396	0.446210583	-2.778236658	0.00546548	0.020404319	"GO:0003824,GO:0005992"	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	"CPuORF23 - conserved peptide uORF-containing transcript, expressed"
bradi3g32980.1|pacid:21832582	1.757984455	3.452823915	0.521546414	3.370715258	0.000749733	0.003914876	GO:0016020	Exostosin family protein	"exostosin family domain containing protein, expressed"
bradi3g33010.1|pacid:21828426	-1.515627964	5.477051941	0.576229323	-2.630251365	0.008532176	0.02939572			"zinc finger family protein, putative, expressed"
bradi3g33030.1|pacid:21830378	-2.353050214	2.744931679	0.565867856	-4.158303372	3.21E-05	0.00025344	"GO:0005215,GO:0006857,GO:0016020"	nitrate transporter 1.1	"peptide transporter PTR2, putative, expressed"
bradi3g33040.1|pacid:21827982	-1.906898834	4.101595092	0.499142738	-3.820347744	0.000133264	0.000885941	"GO:0005215,GO:0006857,GO:0016020"	nitrate transporter 1.1	"peptide transporter PTR2, putative, expressed"
bradi3g33070.1|pacid:21833700	-1.150364027	57.00768362	0.293426404	-3.920451645	8.84E-05	0.0006184		Family of unknown function (DUF566) 	expressed protein
bradi3g33080.1|pacid:21827069	-1.120346351	196.5539468	0.307125469	-3.647845791	0.000264448	0.001605068	GO:0016757	Nucleotide-diphospho-sugar transferases superfamily protein	"glycosyl transferase 8 domain containing protein, putative, expressed"
bradi3g33110.1|pacid:21827602	1.412563478	1.746044766	0.572463831	2.467515676	0.013605426	0.04275496		expansin B2	"expansin precursor, putative, expressed"
bradi3g33170.1|pacid:21827989	-1.405096558	365.2760624	0.439599695	-3.196309222	0.001391978	0.006604536	"GO:0030528,GO:0006355"	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	"helix-loop-helix DNA-binding domain containing protein, expressed"
bradi3g33300.1|pacid:21827935	-1.220126507	8.713314501	0.431698208	-2.826341378	0.004708306	0.01804165		Plant protein of unknown function (DUF828) with plant pleckstrin homology-like region	expressed protein
bradi3g33340.1|pacid:21832536	-2.255756358	26.39239339	0.53443686	-4.220809843	2.43E-05	0.000199533	GO:0005515	CONSTANS-like 4	"CCT motif family protein, expressed"
bradi3g33360.1|pacid:21826998	1.599155183	52.26269037	0.200949571	7.957992519	1.75E-15	8.06E-14	"GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005737,GO:0006412"	ATP binding;leucine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases	"leucyl-tRNA synthetase, cytoplasmic, putative, expressed"
bradi3g33390.1|pacid:21828574	-1.44134656	14.06053929	0.341661637	-4.218637403	2.46E-05	0.000201297	"GO:0022857,GO:0055085,GO:0016021"	sugar transporter 1	"transporter family protein, putative, expressed"
bradi3g33400.1|pacid:21833665	-1.059042306	168.1178439	0.162936794	-6.499712441	8.05E-11	1.95E-09	GO:0003677	myb-like transcription factor family protein	"MYB family transcription factor, putative, expressed"
bradi3g33410.1|pacid:21831890	-1.368663752	3.080147967	0.540650171	-2.531514507	0.011357112	0.036998681	"GO:0003700,GO:0043565,GO:0006355,GO:0003677,GO:0005634,GO:0006351,GO:0016563"	Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein	"homeobox associated leucine zipper, putative, expressed"
bradi3g33460.1|pacid:21831084	-1.469072284	2.673204645	0.55126843	-2.664894641	0.007701245	0.02708127	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"AGC_PVPK_like_kin82y.17 - ACG kinases include homologs to PKA, PKG and PKC, expressed"
bradi3g33490.1|pacid:21832775	-1.960060099	5.33529535	0.517744213	-3.785769205	0.000153234	0.000999514		Protein of unknown function (DUF630 and DUF632)	"DUF630/DUF632 domains containing protein, putative, expressed"
bradi3g33580.1|pacid:21828575	-2.006431639	5.991440137	0.444984056	-4.508996699	6.51E-06	6.24E-05			expressed protein
bradi3g33650.1|pacid:21830816	-1.052061441	25.1132164	0.321401833	-3.273352334	0.001062799	0.005285467	"GO:0003849,GO:0009073"	3-deoxy-d-arabino-heptulosonate 7-phosphate synthase	"phospho-2-dehydro-3-deoxyheptonate aldolase, chloroplast precursor, putative, expressed"
bradi3g33730.1|pacid:21833648	-3.794703039	749.919061	0.367292972	-10.33154274	5.07E-25	5.89E-23	"GO:0016161,GO:0000272"	chloroplast beta-amylase	"beta-amylase, putative, expressed"
bradi3g33870.1|pacid:21829549	-1.909813972	4.252222181	0.578603091	-3.300732406	0.000964328	0.00486179		Plant protein of unknown function (DUF828) with plant pleckstrin homology-like region	expressed protein
bradi3g33880.1|pacid:21832083	-1.047915446	122.3080106	0.209663205	-4.998089413	5.79E-07	7.01E-06	"GO:0003824,GO:0008152"	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	"haloacid dehalogenase-like hydrolase family protein, putative, expressed"
bradi3g33930.1|pacid:21831951	-2.266101046	824.4319517	0.364050707	-6.224685192	4.83E-10	1.05E-08	"GO:0000287,GO:0004743,GO:0030955,GO:0006096"	plastidic pyruvate kinase beta subunit 1	"pyruvate kinase, putative, expressed"
bradi3g33950.1|pacid:21829451	-1.268842305	5.768480036	0.427627596	-2.967166566	0.003005581	0.012579337	"GO:0004672,GO:0005524,GO:0006468"	BR-signaling kinase 2	"protein kinase family protein, putative, expressed"
bradi3g34010.1|pacid:21830877	-1.613970302	10.58419577	0.421492192	-3.829181969	0.00012857	0.000858151		RING/U-box superfamily protein	"zinc finger, C3HC4 type domain containing protein, expressed"
bradi3g34030.1|pacid:21829164	-1.252773731	6.741331787	0.400199832	-3.130370458	0.00174586	0.007993454		AT hook motif DNA-binding family protein	"AT hook motif domain containing protein, expressed"
bradi3g34097.1|pacid:21830452	-1.683621904	244.7390223	0.231167521	-7.283124802	3.26E-13	1.13E-11		nonsense-mediated mRNA decay NMD3 family protein	"nonsense-mediated mRNA decay protein 3, putative, expressed"
bradi3g34160.1|pacid:21831360	-1.456217736	122.523715	0.483358776	-3.012705695	0.002589299	0.011098281		PLATZ transcription factor family protein	"zinc-binding protein, putative, expressed"
bradi3g34227.1|pacid:21832695	1.476395766	166.3462611	0.182018845	8.111224802	5.01E-16	2.45E-14	"GO:0004553,GO:0005975,GO:0016762,GO:0006073,GO:0005618,GO:0048046"	xyloglucan endotransglucosylase/hydrolase 28	"glycosyl hydrolases family 16, putative, expressed"
bradi3g34280.1|pacid:21829673	-1.386783479	204.5588099	0.28107632	-4.933832491	8.06E-07	9.48E-06	"GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237"	NAD(P)-binding Rossmann-fold superfamily protein	"dihydroflavonol-4-reductase, putative, expressed"
